0.000 0 [WARN] Invalid argument "\"
c 
c Mallob -- a parallel and distributed platform for job scheduling, load balancing, and SAT solving
c Copyright (C) 2019-2025 Dominik Schreiber, Karlsruhe Institute of Technology, Germany
c 
c 0.001 0 Program options: -0o=0 -J=0 -SJ=0 -T=300 -adc=0 -aim=1 -ajpc=0 -ans=0 -apidir=.api -ba=4 -bem=1 -bicg=4 -br=0 -c=1 -cbbs=0 -cblm=1 -cblp=100000 -cdel=2 -cecpm=0 -cf=0 -cfci=10 -cfm=3 -cg=1 -ch=0 -checksums=0 -cjc=0 -client-app-threads=1 -cm=0 -cmp=0 -colors=0 -compact-proof=0 -cpshm=0 -csm=3 -cusv=1 -dc=0 -decay-distr=1 -decay-max=200 -decay-mean=50 -decay-min=1 -decay-stddev=3 -decpm=0 -delaymonkey=0 -div-elim=0 -div-fanout=0 -div-init-shuffle=0 -div-native=1 -div-noise=0 -div-phases=1 -div-reduce=0 -div-seeds=1 -dpa=1 -ds=0 -evpt=350 -evu=0 -extmem-disk-dir=.disk -fapii=0 -fcll=1 -g=0 -gclls=0 -h=0 -huca=0 -iff=0 -ilbd=0 -inotify=1 -interface-fs=0 -interface-ipc=0 -ipm=1 -ivdh=1 -jc=1 -jcl=0 -jcup=0.1 -jjp=0 -jwl=0 -l=1 -latencymonkey=0 -lbdpi=0 -lbdpo=0 -ljpc=32 -log=scripts/bnb/out//3/ -mbt=8388608 -mcips=5 -md=0 -mempanic=1 -mjps=0 -mlbdps=2 -mlpt=50000000 -mmpi=0 -mono=instances/bnb/main_under_300/bnb_n30_m2.cnf -mono-app=bnb -mscf=5 -nec=5 -no-import=0 -os=0 -otfc=0 -otfcm=1 -p=0.1 -pbbm=0 -plain-add-specific=0 -pph=0 -pre-cleanup=1 -prisma=0 -proof-debugging=0 -ps=0 -q=0 -qcll=8 -qlbdl=2 -randlbd=0 -reduce-delta=100 -reduce-max=980 -reduce-mean=700 -reduce-min=300 -reduce-stddev=150 -rlbd=3 -rpa=0 -rs=1 -rspaa=0 -s=0.5 -satsolver=C -scll=60 -scramble-lbds=0 -scsd=0 -seed=0 -sjd=0 -slbdl=60 -sleep=100 -spl=-1 -sswl=0 -t=1 -tmp=scripts/bnb/out//3/tmp/ -trace-dir=scripts/bnb/out//3/ -uninvert-proof=1 -v=2 -w=-1 -wam=10000 -warmup=0 -watchdog=1 -y=1 -yield=0 
c 0.001 0 Cleaning up pre-execution
c 0.001 0 Killing old subprocesses: "killall -9 build/mallob_sat_process 2>/dev/null"
c 0.008 0 Killing old subprocesses: "killall -9 build/impcheck_parse 2>/dev/null"
c 0.010 0 Killing old subprocesses: "killall -9 build/impcheck_check 2>/dev/null"
c 0.012 0 Killing old subprocesses: "killall -9 build/impcheck_confirm 2>/dev/null"
c 0.020 0 [WARN] Num bounce alternatives must be at most half the number of workers!
c 0.020 0 [WARN] Falling back to safe value r=1.
c 0.020 0 Set up API connector
c 0.020 0 Machine color 0 with 1 total workers (my rank: 0)
c 0.020 0 Assuming application "BNB" for mono job
c 13.048 0 [queue] In loop. Jobs left: 16739338
c 13.049 0 [queue] In loop. Jobs left: 16740262
c 13.050 0 [queue] In loop. Jobs left: 16741125
c 13.051 0 [queue] In loop. Jobs left: 16742014
c 13.051 0 [queue] In loop. Jobs left: 16742895
c 13.052 0 [queue] In loop. Jobs left: 16743748
c 13.053 0 [queue] In loop. Jobs left: 16744612
c 13.053 0 [queue] In loop. Jobs left: 16745531
c 13.054 0 [queue] In loop. Jobs left: 16746395
c 13.055 0 [queue] In loop. Jobs left: 16747251
c 13.056 0 [queue] In loop. Jobs left: 16748183
c 13.056 0 [queue] In loop. Jobs left: 16749181
c 13.057 0 [queue] In loop. Jobs left: 16750172
c 13.058 0 [queue] In loop. Jobs left: 16751156
c 13.058 0 [queue] In loop. Jobs left: 16752128
c 13.059 0 [queue] In loop. Jobs left: 16753112
c 13.060 0 [queue] In loop. Jobs left: 16754077
c 13.061 0 [queue] In loop. Jobs left: 16755023
c 13.062 0 [queue] In loop. Jobs left: 16755974
c 13.062 0 [queue] In loop. Jobs left: 16756958
c 13.063 0 [queue] In loop. Jobs left: 16757923
c 13.064 0 [queue] In loop. Jobs left: 16758867
c 13.064 0 [queue] In loop. Jobs left: 16759812
c 13.065 0 [queue] In loop. Jobs left: 16760748
c 13.066 0 [queue] In loop. Jobs left: 16761663
c 13.067 0 [queue] In loop. Jobs left: 16762546
c 13.067 0 [queue] In loop. Jobs left: 16763537
c 13.068 0 [queue] In loop. Jobs left: 16764502
c 13.069 0 [queue] In loop. Jobs left: 16765466
c 13.070 0 [queue] In loop. Jobs left: 16766392
c 13.070 0 [queue] In loop. Jobs left: 16767352
c 13.071 0 [queue] In loop. Jobs left: 16768274
c 13.072 0 [queue] In loop. Jobs left: 16769159
c 13.073 0 [queue] In loop. Jobs left: 16770105
c 13.073 0 [queue] In loop. Jobs left: 16771035
c 13.074 0 [queue] In loop. Jobs left: 16771948
c 13.075 0 [queue] In loop. Jobs left: 16772835
c 13.075 0 [queue] In loop. Jobs left: 16773736
c 13.076 0 [queue] In loop. Jobs left: 16774588
c 13.077 0 [queue] In loop. Jobs left: 16775544
c 13.077 0 [queue] In loop. Jobs left: 16776526
c 13.078 0 [queue] In loop. Jobs left: 16777491
c 13.079 0 [queue] In loop. Jobs left: 16778423
c 13.080 0 [queue] In loop. Jobs left: 16779376
c 13.081 0 [queue] In loop. Jobs left: 16780304
c 13.081 0 [queue] In loop. Jobs left: 16781211
c 13.082 0 [queue] In loop. Jobs left: 16782115
c 13.083 0 [queue] In loop. Jobs left: 16783074
c 13.083 0 [queue] In loop. Jobs left: 16783993
c 13.084 0 [queue] In loop. Jobs left: 16784878
c 13.085 0 [queue] In loop. Jobs left: 16785788
c 13.086 0 [queue] In loop. Jobs left: 16786660
c 13.086 0 [queue] In loop. Jobs left: 16787543
c 13.087 0 [queue] In loop. Jobs left: 16788502
c 13.088 0 [queue] In loop. Jobs left: 16789421
c 13.088 0 [queue] In loop. Jobs left: 16790308
c 13.089 0 [queue] In loop. Jobs left: 16791217
c 13.090 0 [queue] In loop. Jobs left: 16792089
c 13.091 0 [queue] In loop. Jobs left: 16792965
c 13.091 0 [queue] In loop. Jobs left: 16793859
c 13.092 0 [queue] In loop. Jobs left: 16794716
c 13.093 0 [queue] In loop. Jobs left: 16795571
c 13.094 0 [queue] In loop. Jobs left: 16796541
c 13.094 0 [queue] In loop. Jobs left: 16797518
c 13.095 0 [queue] In loop. Jobs left: 16798483
c 13.096 0 [queue] In loop. Jobs left: 16799404
c 13.096 0 [queue] In loop. Jobs left: 16800367
c 13.097 0 [queue] In loop. Jobs left: 16801279
c 13.098 0 [queue] In loop. Jobs left: 16802202
c 13.099 0 [queue] In loop. Jobs left: 16803112
c 13.099 0 [queue] In loop. Jobs left: 16804064
c 13.100 0 [queue] In loop. Jobs left: 16804977
c 13.101 0 [queue] In loop. Jobs left: 16805853
c 13.101 0 [queue] In loop. Jobs left: 16806764
c 13.102 0 [queue] In loop. Jobs left: 16807641
c 13.103 0 [queue] In loop. Jobs left: 16808540
c 13.104 0 [queue] In loop. Jobs left: 16809493
c 13.104 0 [queue] In loop. Jobs left: 16810405
c 13.105 0 [queue] In loop. Jobs left: 16811283
c 13.106 0 [queue] In loop. Jobs left: 16812192
c 13.107 0 [queue] In loop. Jobs left: 16813071
c 13.107 0 [queue] In loop. Jobs left: 16813956
c 13.108 0 [queue] In loop. Jobs left: 16814840
c 13.109 0 [queue] In loop. Jobs left: 16815692
c 13.109 0 [queue] In loop. Jobs left: 16816546
c 13.110 0 [queue] In loop. Jobs left: 16817511
c 13.111 0 [queue] In loop. Jobs left: 16818431
c 13.112 0 [queue] In loop. Jobs left: 16819349
c 13.112 0 [queue] In loop. Jobs left: 16820241
c 13.113 0 [queue] In loop. Jobs left: 16821122
c 13.114 0 [queue] In loop. Jobs left: 16821974
c 13.114 0 [queue] In loop. Jobs left: 16822893
c 13.115 0 [red] & [bou] Contributed {finished, lowerBound, upperBound} = {1, 10, -1} to all-reduction.
c 13.115 0 [red] & [bou] All-Reduction resulted in {finished, lowerBound, upperBound} = {1, 10, -1}.
c 13.115 0 [bou] Before reduction: {lower, upper, best} = {10, -1, -1}
c 13.115 0 [bou] After redution: {lower, upper, best} = {10, -1, -1}
c 13.115 0 [queue] In loop. Jobs left: 16823763
c 13.116 0 [queue] In loop. Jobs left: 16824622
c 13.117 0 [queue] In loop. Jobs left: 16825513
c 13.117 0 [queue] In loop. Jobs left: 16826385
c 13.118 0 [queue] In loop. Jobs left: 16827243
c 13.119 0 [queue] In loop. Jobs left: 16828111
c 13.120 0 [queue] In loop. Jobs left: 16829102
c 13.120 0 [queue] In loop. Jobs left: 16830067
c 13.121 0 [queue] In loop. Jobs left: 16831032
c 13.122 0 [queue] In loop. Jobs left: 16831957
c 13.122 0 [queue] In loop. Jobs left: 16832921
c 13.123 0 [queue] In loop. Jobs left: 16833840
c 13.124 0 [queue] In loop. Jobs left: 16834738
c 13.125 0 [queue] In loop. Jobs left: 16835673
c 13.125 0 [queue] In loop. Jobs left: 16836610
c 13.126 0 [queue] In loop. Jobs left: 16837524
c 13.127 0 [queue] In loop. Jobs left: 16838406
c 13.128 0 [queue] In loop. Jobs left: 16839311
c 13.128 0 [queue] In loop. Jobs left: 16840168
c 13.129 0 [queue] In loop. Jobs left: 16841101
c 13.130 0 [queue] In loop. Jobs left: 16842040
c 13.131 0 [queue] In loop. Jobs left: 16842953
c 13.131 0 [queue] In loop. Jobs left: 16843834
c 13.132 0 [queue] In loop. Jobs left: 16844740
c 13.133 0 [queue] In loop. Jobs left: 16845598
c 13.133 0 [queue] In loop. Jobs left: 16846503
c 13.134 0 [queue] In loop. Jobs left: 16847372
c 13.135 0 [queue] In loop. Jobs left: 16848234
c 13.135 0 [queue] In loop. Jobs left: 16849109
c 13.136 0 [queue] In loop. Jobs left: 16850071
c 13.137 0 [queue] In loop. Jobs left: 16850991
c 13.138 0 [queue] In loop. Jobs left: 16851880
c 13.138 0 [queue] In loop. Jobs left: 16852787
c 13.139 0 [queue] In loop. Jobs left: 16853663
c 13.140 0 [queue] In loop. Jobs left: 16854534
c 13.140 0 [queue] In loop. Jobs left: 16855436
c 13.141 0 [queue] In loop. Jobs left: 16856289
c 13.142 0 [queue] In loop. Jobs left: 16857148
c 13.143 0 [queue] In loop. Jobs left: 16858056
c 13.143 0 [queue] In loop. Jobs left: 16858930
c 13.144 0 [queue] In loop. Jobs left: 16859789
c 13.145 0 [queue] In loop. Jobs left: 16860678
c 13.146 0 [queue] In loop. Jobs left: 16861635
c 13.146 0 [queue] In loop. Jobs left: 16862551
c 13.147 0 [queue] In loop. Jobs left: 16863432
c 13.148 0 [queue] In loop. Jobs left: 16864341
c 13.148 0 [queue] In loop. Jobs left: 16865218
c 13.149 0 [queue] In loop. Jobs left: 16866098
c 13.150 0 [queue] In loop. Jobs left: 16866984
c 13.151 0 [queue] In loop. Jobs left: 16867841
c 13.151 0 [queue] In loop. Jobs left: 16868693
c 13.152 0 [queue] In loop. Jobs left: 16869603
c 13.153 0 [queue] In loop. Jobs left: 16870481
c 13.153 0 [queue] In loop. Jobs left: 16871333
c 13.154 0 [queue] In loop. Jobs left: 16872249
c 13.155 0 [queue] In loop. Jobs left: 16873237
c 13.156 0 [queue] In loop. Jobs left: 16874202
c 13.156 0 [queue] In loop. Jobs left: 16875149
c 13.157 0 [queue] In loop. Jobs left: 16876087
c 13.158 0 [queue] In loop. Jobs left: 16877032
c 13.159 0 [queue] In loop. Jobs left: 16877952
c 13.159 0 [queue] In loop. Jobs left: 16878820
c 13.160 0 [queue] In loop. Jobs left: 16879785
c 13.161 0 [queue] In loop. Jobs left: 16880709
c 13.161 0 [queue] In loop. Jobs left: 16881617
c 13.162 0 [queue] In loop. Jobs left: 16882517
c 13.163 0 [queue] In loop. Jobs left: 16883386
c 13.164 0 [queue] In loop. Jobs left: 16884248
c 13.164 0 [queue] In loop. Jobs left: 16885213
c 13.165 0 [queue] In loop. Jobs left: 16886137
c 13.166 0 [queue] In loop. Jobs left: 16887047
c 13.166 0 [queue] In loop. Jobs left: 16887945
c 13.167 0 [queue] In loop. Jobs left: 16888816
c 13.168 0 [queue] In loop. Jobs left: 16889676
c 13.169 0 [queue] In loop. Jobs left: 16890595
c 13.169 0 [queue] In loop. Jobs left: 16891462
c 13.170 0 [queue] In loop. Jobs left: 16892317
c 13.171 0 [queue] In loop. Jobs left: 16893239
c 13.172 0 [queue] In loop. Jobs left: 16894181
c 13.172 0 [queue] In loop. Jobs left: 16895098
c 13.173 0 [queue] In loop. Jobs left: 16895972
c 13.174 0 [queue] In loop. Jobs left: 16896885
c 13.174 0 [queue] In loop. Jobs left: 16897745
c 13.175 0 [queue] In loop. Jobs left: 16898645
c 13.176 0 [queue] In loop. Jobs left: 16899510
c 13.177 0 [queue] In loop. Jobs left: 16900376
c 13.177 0 [queue] In loop. Jobs left: 16901245
c 13.178 0 [queue] In loop. Jobs left: 16902151
c 13.179 0 [queue] In loop. Jobs left: 16903008
c 13.179 0 [queue] In loop. Jobs left: 16903860
c 13.180 0 [queue] In loop. Jobs left: 16904806
c 13.181 0 [queue] In loop. Jobs left: 16905735
c 13.182 0 [queue] In loop. Jobs left: 16906650
c 13.182 0 [queue] In loop. Jobs left: 16907537
c 13.183 0 [queue] In loop. Jobs left: 16908438
c 13.184 0 [queue] In loop. Jobs left: 16909290
c 13.184 0 [queue] In loop. Jobs left: 16910198
c 13.185 0 [queue] In loop. Jobs left: 16911074
c 13.186 0 [queue] In loop. Jobs left: 16911930
c 13.187 0 [queue] In loop. Jobs left: 16912809
c 13.187 0 [queue] In loop. Jobs left: 16913700
c 13.188 0 [queue] In loop. Jobs left: 16914559
c 13.189 0 [queue] In loop. Jobs left: 16915414
c 13.190 0 [queue] In loop. Jobs left: 16916387
c 13.190 0 [queue] In loop. Jobs left: 16917387
c 13.191 0 [queue] In loop. Jobs left: 16918386
c 13.192 0 [queue] In loop. Jobs left: 16919383
c 13.192 0 [queue] In loop. Jobs left: 16920376
c 13.193 0 [queue] In loop. Jobs left: 16921374
c 13.194 0 [queue] In loop. Jobs left: 16922365
c 13.195 0 [queue] In loop. Jobs left: 16923347
c 13.195 0 [queue] In loop. Jobs left: 16924322
c 13.196 0 [queue] In loop. Jobs left: 16925320
c 13.197 0 [queue] In loop. Jobs left: 16926311
c 13.198 0 [queue] In loop. Jobs left: 16927294
c 13.198 0 [queue] In loop. Jobs left: 16928267
c 13.199 0 [queue] In loop. Jobs left: 16929251
c 13.200 0 [queue] In loop. Jobs left: 16930216
c 13.201 0 [queue] In loop. Jobs left: 16931157
c 13.201 0 [queue] In loop. Jobs left: 16932114
c 13.202 0 [queue] In loop. Jobs left: 16933112
c 13.203 0 [queue] In loop. Jobs left: 16934103
c 13.204 0 [queue] In loop. Jobs left: 16935087
c 13.204 0 [queue] In loop. Jobs left: 16936059
c 13.205 0 [queue] In loop. Jobs left: 16937043
c 13.205 0 sysstate busyratio=1.000 cmtdratio=0.000 jobs=1 globmem=3.93GB newreqs=0 hops=0
c 13.205 0 sysstate entered=1 parsed=1 scheduled=1 processed=0 successful=0
c 13.206 0 [queue] In loop. Jobs left: 16938008
c 13.207 0 [queue] In loop. Jobs left: 16938951
c 13.207 0 [queue] In loop. Jobs left: 16939905
c 13.208 0 [queue] In loop. Jobs left: 16940888
c 13.209 0 [queue] In loop. Jobs left: 16941853
c 13.209 0 [queue] In loop. Jobs left: 16942792
c 13.210 0 [queue] In loop. Jobs left: 16943739
c 13.211 0 [queue] In loop. Jobs left: 16944670
c 13.212 0 [queue] In loop. Jobs left: 16945581
c 13.212 0 [queue] In loop. Jobs left: 16946477
c 13.213 0 [queue] In loop. Jobs left: 16947476
c 13.214 0 [queue] In loop. Jobs left: 16948467
c 13.215 0 [queue] In loop. Jobs left: 16949458
c 13.215 0 [queue] In loop. Jobs left: 16950423
c 13.216 0 [red] & [bou] Contributed {finished, lowerBound, upperBound} = {1, 10, -1} to all-reduction.
c 13.216 0 [red] & [bou] All-Reduction resulted in {finished, lowerBound, upperBound} = {1, 10, -1}.
c 13.216 0 [bou] Before reduction: {lower, upper, best} = {10, -1, -1}
c 13.216 0 [bou] After redution: {lower, upper, best} = {10, -1, -1}
c 13.216 0 [queue] In loop. Jobs left: 16951414
c 13.217 0 [queue] In loop. Jobs left: 16952379
c 13.218 0 [queue] In loop. Jobs left: 16953343
c 13.218 0 [queue] In loop. Jobs left: 16954269
c 13.219 0 [queue] In loop. Jobs left: 16955260
c 13.220 0 [queue] In loop. Jobs left: 16956225
c 13.221 0 [queue] In loop. Jobs left: 16957187
c 13.221 0 [queue] In loop. Jobs left: 16958114
c 13.222 0 [queue] In loop. Jobs left: 16959073
c 13.223 0 [queue] In loop. Jobs left: 16959992
c 13.223 0 [queue] In loop. Jobs left: 16960877
c 13.224 0 [queue] In loop. Jobs left: 16961838
c 13.225 0 [queue] In loop. Jobs left: 16962816
c 13.226 0 [queue] In loop. Jobs left: 16963781
c 13.226 0 [queue] In loop. Jobs left: 16964710
c 13.227 0 [queue] In loop. Jobs left: 16965668
c 13.228 0 [queue] In loop. Jobs left: 16966586
c 13.229 0 [queue] In loop. Jobs left: 16967501
c 13.229 0 [queue] In loop. Jobs left: 16968410
c 13.230 0 [queue] In loop. Jobs left: 16969364
c 13.231 0 [queue] In loop. Jobs left: 16970281
c 13.232 0 [queue] In loop. Jobs left: 16971163
c 13.232 0 [queue] In loop. Jobs left: 16972070
c 13.233 0 [queue] In loop. Jobs left: 16972947
c 13.234 0 [queue] In loop. Jobs left: 16973839
c 13.234 0 [queue] In loop. Jobs left: 16974838
c 13.235 0 [queue] In loop. Jobs left: 16975829
c 13.236 0 [queue] In loop. Jobs left: 16976819
c 13.237 0 [queue] In loop. Jobs left: 16977785
c 13.237 0 [queue] In loop. Jobs left: 16978775
c 13.238 0 [queue] In loop. Jobs left: 16979740
c 13.239 0 [queue] In loop. Jobs left: 16980699
c 13.240 0 [queue] In loop. Jobs left: 16981631
c 13.240 0 [queue] In loop. Jobs left: 16982621
c 13.241 0 [queue] In loop. Jobs left: 16983586
c 13.242 0 [queue] In loop. Jobs left: 16984544
c 13.242 0 [queue] In loop. Jobs left: 16985475
c 13.243 0 [queue] In loop. Jobs left: 16986428
c 13.244 0 [queue] In loop. Jobs left: 16987340
c 13.245 0 [queue] In loop. Jobs left: 16988216
c 13.246 0 [queue] In loop. Jobs left: 16989199
c 13.246 0 [queue] In loop. Jobs left: 16990172
c 13.247 0 [queue] In loop. Jobs left: 16991137
c 13.248 0 [queue] In loop. Jobs left: 16992051
c 13.248 0 [queue] In loop. Jobs left: 16993017
c 13.249 0 [queue] In loop. Jobs left: 16993938
c 13.250 0 [queue] In loop. Jobs left: 16994856
c 13.251 0 [queue] In loop. Jobs left: 16995769
c 13.251 0 [queue] In loop. Jobs left: 16996711
c 13.252 0 [queue] In loop. Jobs left: 16997635
c 13.253 0 [queue] In loop. Jobs left: 16998500
c 13.253 0 [queue] In loop. Jobs left: 16999422
c 13.254 0 [queue] In loop. Jobs left: 17000288
c 13.255 0 [queue] In loop. Jobs left: 17001201
c 13.256 0 [queue] In loop. Jobs left: 17002189
c 13.256 0 [queue] In loop. Jobs left: 17003154
c 13.257 0 [queue] In loop. Jobs left: 17004103
c 13.258 0 [queue] In loop. Jobs left: 17005039
c 13.259 0 [queue] In loop. Jobs left: 17005985
c 13.259 0 [queue] In loop. Jobs left: 17006904
c 13.260 0 [queue] In loop. Jobs left: 17007772
c 13.261 0 [queue] In loop. Jobs left: 17008737
c 13.261 0 [queue] In loop. Jobs left: 17009661
c 13.262 0 [queue] In loop. Jobs left: 17010571
c 13.263 0 [queue] In loop. Jobs left: 17011470
c 13.264 0 [queue] In loop. Jobs left: 17012341
c 13.264 0 [queue] In loop. Jobs left: 17013200
c 13.265 0 [queue] In loop. Jobs left: 17014165
c 13.266 0 [queue] In loop. Jobs left: 17015089
c 13.267 0 [queue] In loop. Jobs left: 17016000
c 13.267 0 [queue] In loop. Jobs left: 17016898
c 13.268 0 [queue] In loop. Jobs left: 17017770
c 13.269 0 [queue] In loop. Jobs left: 17018628
c 13.269 0 [queue] In loop. Jobs left: 17019547
c 13.270 0 [queue] In loop. Jobs left: 17020414
c 13.271 0 [queue] In loop. Jobs left: 17021269
c 13.272 0 [queue] In loop. Jobs left: 17022199
c 13.272 0 [queue] In loop. Jobs left: 17023197
c 13.273 0 [queue] In loop. Jobs left: 17024188
c 13.274 0 [queue] In loop. Jobs left: 17025172
c 13.274 0 [queue] In loop. Jobs left: 17026144
c 13.275 0 [queue] In loop. Jobs left: 17027128
c 13.276 0 [queue] In loop. Jobs left: 17028093
c 13.277 0 [queue] In loop. Jobs left: 17029039
c 13.277 0 [queue] In loop. Jobs left: 17029990
c 13.278 0 [queue] In loop. Jobs left: 17030974
c 13.279 0 [queue] In loop. Jobs left: 17031939
c 13.280 0 [queue] In loop. Jobs left: 17032884
c 13.280 0 [queue] In loop. Jobs left: 17033828
c 13.281 0 [queue] In loop. Jobs left: 17034768
c 13.282 0 [queue] In loop. Jobs left: 17035680
c 13.283 0 [queue] In loop. Jobs left: 17036562
c 13.283 0 [queue] In loop. Jobs left: 17037553
c 13.284 0 [queue] In loop. Jobs left: 17038518
c 13.285 0 [queue] In loop. Jobs left: 17039482
c 13.285 0 [queue] In loop. Jobs left: 17040408
c 13.286 0 [queue] In loop. Jobs left: 17041370
c 13.287 0 [queue] In loop. Jobs left: 17042291
c 13.288 0 [queue] In loop. Jobs left: 17043180
c 13.288 0 [queue] In loop. Jobs left: 17044123
c 13.289 0 [queue] In loop. Jobs left: 17045053
c 13.290 0 [queue] In loop. Jobs left: 17045970
c 13.291 0 [queue] In loop. Jobs left: 17046855
c 13.291 0 [queue] In loop. Jobs left: 17047757
c 13.292 0 [queue] In loop. Jobs left: 17048610
c 13.293 0 [queue] In loop. Jobs left: 17049560
c 13.293 0 [queue] In loop. Jobs left: 17050543
c 13.294 0 [queue] In loop. Jobs left: 17051508
c 13.295 0 [queue] In loop. Jobs left: 17052443
c 13.296 0 [queue] In loop. Jobs left: 17053392
c 13.296 0 [queue] In loop. Jobs left: 17054323
c 13.297 0 [queue] In loop. Jobs left: 17055233
c 13.298 0 [queue] In loop. Jobs left: 17056131
c 13.299 0 [queue] In loop. Jobs left: 17057090
c 13.299 0 [queue] In loop. Jobs left: 17058012
c 13.300 0 [queue] In loop. Jobs left: 17058898
c 13.301 0 [queue] In loop. Jobs left: 17059807
c 13.302 0 [queue] In loop. Jobs left: 17060680
c 13.302 0 [queue] In loop. Jobs left: 17061559
c 13.303 0 [queue] In loop. Jobs left: 17062518
c 13.304 0 [queue] In loop. Jobs left: 17063440
c 13.304 0 [queue] In loop. Jobs left: 17064326
c 13.305 0 [queue] In loop. Jobs left: 17065236
c 13.306 0 [queue] In loop. Jobs left: 17066109
c 13.306 0 [queue] In loop. Jobs left: 17066981
c 13.307 0 [queue] In loop. Jobs left: 17067879
c 13.308 0 [queue] In loop. Jobs left: 17068733
c 13.309 0 [queue] In loop. Jobs left: 17069592
c 13.309 0 [queue] In loop. Jobs left: 17070557
c 13.310 0 [queue] In loop. Jobs left: 17071535
c 13.311 0 [queue] In loop. Jobs left: 17072500
c 13.311 0 [queue] In loop. Jobs left: 17073426
c 13.312 0 [queue] In loop. Jobs left: 17074384
c 13.313 0 [queue] In loop. Jobs left: 17075299
c 13.314 0 [queue] In loop. Jobs left: 17076219
c 13.314 0 [queue] In loop. Jobs left: 17077128
c 13.315 0 [queue] In loop. Jobs left: 17078082
c 13.316 0 [queue] In loop. Jobs left: 17078993
c 13.317 0 [red] & [bou] Contributed {finished, lowerBound, upperBound} = {1, 10, -1} to all-reduction.
c 13.317 0 [red] & [bou] All-Reduction resulted in {finished, lowerBound, upperBound} = {1, 10, -1}.
c 13.317 0 [bou] Before reduction: {lower, upper, best} = {10, -1, -1}
c 13.317 0 [bou] After redution: {lower, upper, best} = {10, -1, -1}
c 13.317 0 [queue] In loop. Jobs left: 17079875
c 13.317 0 [queue] In loop. Jobs left: 17080782
c 13.318 0 [queue] In loop. Jobs left: 17081663
c 13.319 0 [queue] In loop. Jobs left: 17082556
c 13.319 0 [queue] In loop. Jobs left: 17083510
c 13.320 0 [queue] In loop. Jobs left: 17084423
c 13.321 0 [queue] In loop. Jobs left: 17085305
c 13.322 0 [queue] In loop. Jobs left: 17086212
c 13.322 0 [queue] In loop. Jobs left: 17087092
c 13.323 0 [queue] In loop. Jobs left: 17087973
c 13.324 0 [queue] In loop. Jobs left: 17088858
c 13.324 0 [queue] In loop. Jobs left: 17089715
c 13.325 0 [queue] In loop. Jobs left: 17090567
c 13.326 0 [queue] In loop. Jobs left: 17091531
c 13.327 0 [queue] In loop. Jobs left: 17092447
c 13.327 0 [queue] In loop. Jobs left: 17093366
c 13.328 0 [queue] In loop. Jobs left: 17094263
c 13.329 0 [queue] In loop. Jobs left: 17095144
c 13.330 0 [queue] In loop. Jobs left: 17095997
c 13.330 0 [queue] In loop. Jobs left: 17096910
c 13.331 0 [queue] In loop. Jobs left: 17097785
c 13.332 0 [queue] In loop. Jobs left: 17098640
c 13.332 0 [queue] In loop. Jobs left: 17099529
c 13.333 0 [queue] In loop. Jobs left: 17100405
c 13.334 0 [queue] In loop. Jobs left: 17101259
c 13.335 0 [queue] In loop. Jobs left: 17102127
c 13.335 0 [queue] In loop. Jobs left: 17103126
c 13.336 0 [queue] In loop. Jobs left: 17104117
c 13.337 0 [queue] In loop. Jobs left: 17105108
c 13.337 0 [queue] In loop. Jobs left: 17106073
c 13.338 0 [queue] In loop. Jobs left: 17107064
c 13.339 0 [queue] In loop. Jobs left: 17108030
c 13.340 0 [queue] In loop. Jobs left: 17108996
c 13.341 0 [queue] In loop. Jobs left: 17109919
c 13.341 0 [queue] In loop. Jobs left: 17110910
c 13.342 0 [queue] In loop. Jobs left: 17111875
c 13.343 0 [queue] In loop. Jobs left: 17112840
c 13.343 0 [queue] In loop. Jobs left: 17113765
c 13.344 0 [queue] In loop. Jobs left: 17114729
c 13.345 0 [queue] In loop. Jobs left: 17115652
c 13.346 0 [queue] In loop. Jobs left: 17116554
c 13.346 0 [queue] In loop. Jobs left: 17117489
c 13.347 0 [queue] In loop. Jobs left: 17118473
c 13.348 0 [queue] In loop. Jobs left: 17119438
c 13.349 0 [queue] In loop. Jobs left: 17120378
c 13.349 0 [queue] In loop. Jobs left: 17121326
c 13.350 0 [queue] In loop. Jobs left: 17122260
c 13.351 0 [queue] In loop. Jobs left: 17123174
c 13.352 0 [queue] In loop. Jobs left: 17124061
c 13.352 0 [queue] In loop. Jobs left: 17125024
c 13.353 0 [queue] In loop. Jobs left: 17125944
c 13.354 0 [queue] In loop. Jobs left: 17126838
c 13.354 0 [queue] In loop. Jobs left: 17127744
c 13.355 0 [queue] In loop. Jobs left: 17128615
c 13.356 0 [queue] In loop. Jobs left: 17129489
c 13.356 0 [queue] In loop. Jobs left: 17130480
c 13.357 0 [queue] In loop. Jobs left: 17131445
c 13.358 0 [queue] In loop. Jobs left: 17132409
c 13.359 0 [queue] In loop. Jobs left: 17133334
c 13.360 0 [queue] In loop. Jobs left: 17134293
c 13.360 0 [queue] In loop. Jobs left: 17135216
c 13.361 0 [queue] In loop. Jobs left: 17136102
c 13.362 0 [queue] In loop. Jobs left: 17137045
c 13.362 0 [queue] In loop. Jobs left: 17137977
c 13.363 0 [queue] In loop. Jobs left: 17138889
c 13.364 0 [queue] In loop. Jobs left: 17139778
c 13.365 0 [queue] In loop. Jobs left: 17140676
c 13.365 0 [queue] In loop. Jobs left: 17141530
c 13.366 0 [queue] In loop. Jobs left: 17142473
